 title_x , imdb_id , poster_path , wiki_link , title_y , original_title , is_adult , year_of_release , runtime , genres , imdb_rating , imdb_votes , story , summary , tagline , actors , wins_nominations , release_date , yt ,tplus
 Aaina (1993 film) , tt0106203 , https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Aaina_%28movie_poster%29.jpg/220px-Aaina_%28movie_poster%29.jpg , https://en.wikipedia.org/wiki/Aaina_(1993_film) , Aaina , Aaina ,0,1993,149, Drama|Romance ,6.1,387, Roma (Amrita Singh) leaves Ravi (Jackie Shroff) at the alter in pursuit of her bigger ambitions. Her sister Reema (Juhi Chawla)  a pale reflection of Roma  steps in and saves the day for her family  having secretly been in love with Ravi all her life. The newly weds start building a life together till suddenly Roma returns  determined to get back what she thinks Reema stole from her. , Roma leaves Ravi at the altar to pursue her ambitions. Her sister Reema steps in to marry Ravi. All's well till Roma returns. Reema must face Roma now. ,  , Jackie Shroff|Juhi Chawla|Amrita Singh|Saeed Jaffrey|Maya Alagh|Dina Pathak|Rajesh Khattar| , 1 win , 18 June 1993 (India) , h-9y2NcJ0Ls ,
 Gomti Ke Kinare , tt0139248 , https://upload.wikimedia.org/wikipedia/en/f/ff/Gomti_Ke_Kinare.jpg , https://en.wikipedia.org/wiki/Gomti_Ke_Kinare , Gomti Ke Kinare , Gomti Ke Kinare ,0,1972,  , Drama|Family ,6.1,18, Sameer lives a poor lifestyle in Bombay along with his mother  Ganga  and maternal uncle  Nekiram. While Nekiram works at a Petrol Pump  his mother paints pictures and statuettes of Hindu deities. Sameer grows up  becomes an Engineer  and lands a job with Khosla Enterprises  which is run by Chairman Gopaldas Khosla  where he proves his abilities and is soon promoted as Chief Engineer  gets bungalow to live in as well as a fancy car. He meets with Roshni  the daughter of Gopaldas  both fall in love  and soon get engaged. His idyllic lifestyle is shattered when a rival businessman  Chaganmal  alleges that Sameer's mother was actually Gangabai  a Lucknow-based Courtesan  who was never married  and that Nekiram is not his maternal uncle. , Sameer lives a poor lifestyle in Bombay along with his mother  Ganga  and maternal uncle  Nekiram. While Nekiram works at a Petrol Pump  his mother paints pictures and statuettes of Hindu ... ,  , Agha|Jalal Agha|Harbans Darshan M. Arora|Chandrima Bhaduri|Bharat Bhushan|Rajan Haksar|Helen|Daisy Irani|I.S. Johar|Alankar Joshi|Sameer Khan|Lalita Kumari|Meena Kumari|Manorama| ,  , 22 November 1972 (India) , yStaqd7xl0A ,
 Josh (2000 film) , tt0151150 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Josh_%282000_movie_poster%29.jpg/220px-Josh_%282000_movie_poster%29.jpg , https://en.wikipedia.org/wiki/Josh_(2000_film) , Josh , Josh ,0,2000,162, Action|Drama|Musical ,6.1,8795, Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad Kapoor's younger brother who studies in a catering college in Bombay. He comes to Goa to visit his brother and plans to go back and start a restaurant there. He sees Aishwarya and falls in love with her. Chandrachur gives up the idea of going back to Bombay and opens a bakery in Goa. When Shah Rukh comes to know about the romance between Aishwarya and Chandrachur  the fight between the gang turns more violent. How the conflict is resolved is the rest of the story. , Shah Rukh Khan and Sharad Kapoor are the leaders of the two rival gangs. Aishwarya Rai is Shah Rukh Khan's twin sister. Shah Rukh is in love with Priya Gill. Chandrachur Singh is Sharad ... , Full of Life , Shah Rukh Khan|Aishwarya Rai Bachchan|Chandrachur Singh|Sharad S. Kapoor|Priya Gill|Sharat Saxena|Vivek Vaswani|Anjan Srivastav|Kumar Bharadwaj|Suhas Joshi|Nadira| , 2 wins & 18 nominations , 9 June 2000 (India) , JjkU7ssR-ho ,
 Oonche Log (1985 film) , tt0158047 , https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Oonche_Log_%281985%29.jpg/220px-Oonche_Log_%281985%29.jpg , https://en.wikipedia.org/wiki/Oonche_Log_(1985_film) , Oonche Log , Oonche Log ,0,1985,  , Drama|Family ,6.1,34, Thakur Vikram Singh  while driving home in his chauffeur-driven car  loses control  and crashes it in a building  instantly killing a woman. Vikram finds out that the woman had a young son  Raju  and decides to adopt him to atone for this crime. He takes him home with him  but Vikram's snobbish and arrogant son  Maan Singh  does not take kindly to this intrusion. Vikram decides to send him away to a hostel so that he can learn to get along with everyone. Shortly after that  Vikram passes away  his estate is taken over by his brother  Pratap  and Maan is allowed to return home. The first thing Maan does is to get Raju out of the house into their stables  and Pratap brands him with the letter \ M\  on his back. Years later  Raju is still working in the stables  is in love with Maan's sister  Poonam  and hopes for better times. When Maan finds out that Raju is in love with Poonam  he has him severely beaten  and left for dead  and arranges his sister's marriage with Yuvraj Singh. Years ... , Thakur Vikram Singh  while driving home in his chauffeur-driven car  loses control  and crashes it in a building  instantly killing a woman. Vikram finds out that the woman had a young son ... ,  , Rajesh Khanna|Salma Agha|Pradeep Kumar|Danny Denzongpa|Prem Chopra|Priti Sapru|Deven Verma|Pinchoo Kapoor| ,  ,  , dkM3uFYfM_8 ,
 Jaan Se Pyaara , tt0193246 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Jaan_Se_Pyaara.jpg/220px-Jaan_Se_Pyaara.jpg , https://en.wikipedia.org/wiki/Jaan_Se_Pyaara , Jaan Se Pyaara , Jaan Se Pyaara ,0,1992,180, Action|Crime|Drama ,6.1,86, Police inspector Jai arrests arch criminal Guman Singh and logged him in a cell so that he can physically pressure him to release information about their colleagues and gang where-about. But before any progress could be made there are several blasts taking place in the city with the authorities demanding the release of Guman. As the suspense mounted on and on Jai is forced to not only release Guman but resign from his police job. The gang then made Jai's mentally challenge brother Sundar a target by holding him as hostage until Jai delivers a brief case containing confidential information about the gang. , A man tries to lead a double life as a Cop and at the same time look after his retarded twin brother and devoted mother. But then his dangerous police work comes in the way of his family life causing tragedy. ,  , Govinda|Divya Bharti|Aruna Irani|Raza Murad|Kiran Kumar|Suresh Chatwal|Rajendra Gupta|Nazir Shaikh|Harish Vasan|Piloo J. Wadia|Farheen|Chandni|Harish Magon|Dinesh Hingoo| ,  , 6 May 1992 (India) , THm2cXseJGA ,
 Soldier (1998 Indian film) , tt0211634 , https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Soldier_screenshot.jpg/220px-Soldier_screenshot.jpg , https://en.wikipedia.org/wiki/Soldier_(1998_Indian_film) , Soldier , Soldier ,0,1998,156, Action|Drama|Musical ,6.1,2276, Major Vijay Malhotra works in the Indian army; on one assignment whereby he is asked to be the security in-charge of a truck-load of arms and ammunitions; he red-handedly caught some traitors attempting to steal these arms. When he attempts to bring them to justice; they attacked him leading to a scuffle which ended up leaving Malhotra dead. They then put the blame on Malhotra; has his dead body stripped of all medals and commendations  and leave him to be cremated by his wife Geeta and young son Raju. The villagers' refuses to let a traitor cremated on their land and leave his body to rot in the hot desert sand. 20 years later Raju has now matured and is on the verge of unravel the secrets of his dad's death and to punish the real perpetrators. , The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER. , He who kills for his country is called...Soldier , Bobby Deol|Preity Zinta|Rakhee Gulzar|Farida Jalal|Johnny Lever|Suresh Oberoi|Dalip Tahil|Sharat Saxena|Ashish Vidyarthi|Salim Ghouse|Sheetal Suvarna|Jeetu Verma|Kulbhushan Kharbanda|Pankaj Dheer| , 3 wins & 2 nominations , 12 October 1998 (India) , BK9gC3sna9g ,
 Gunahon Ka Devta (1967 film) , tt0219071 , https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Gunahon_Ka_Devta_%281967_film%29.jpg/220px-Gunahon_Ka_Devta_%281967_film%29.jpg , https://en.wikipedia.org/wiki/Gunahon_Ka_Devta_(1967_film) , Gunahon Ka Devta , Gunahon Ka Devta ,0,1967,154, Drama ,6.1,17,  , Add a Plot » ,  , Mehmood|Jeetendra|Rajshree|Asit Kumar Sen|Aruna Irani| ,  ,  , djbmmZrk6Po ,
 Mome Ki Gudiya , tt0234261 ,  , https://en.wikipedia.org/wiki/Mome_Ki_Gudiya , Mome Ki Gudiya , Mome Ki Gudiya ,0,1972,118, Crime|Drama|Romance ,6.1,10, Ravi  the only son of wealthy widower Rai Bahadur Gangaram  falls in love with fellow-collegian  Sheel  but is shocked to find that she is to be his future step-mother. His father decides to step away  lets the couple get married  and shortly thereafter passes away. A few months later  Sheel gets pregnant and her parents as well as her maternal uncle  Salikram  come to visit her. It is during this visit that Ravi will find out that Sheel has been living a secret life  and the real reason why she married him. Devastated  he will face even more trauma and scandal when the Police will arrest his wife for murder. , Ravi  the only son of wealthy widower Rai Bahadur Gangaram  falls in love with fellow-collegian  Sheel  but is shocked to find that she is to be his future step-mother. His father decides ... ,  , Ratan Chopra|Tanuja|Prem Nath|Jeevan|Helen|Nasir Hussain|Raj Mehra|Om Prakash|Tun Tun|Brahmachari|Meena T.|Paro| ,  ,  , LYzPjlxeoOY ,
 Jungle (2000 film) , tt0251756 , https://upload.wikimedia.org/wikipedia/en/9/97/Jungle_%282000_film%29.jpg , https://en.wikipedia.org/wiki/Jungle_(2000_film) , Jungle , Jungle ,0,2000,146, Action|Adventure|Romance ,6.1,993, Where beasts feared to tread  he made it his home; Where the scorching sun could not reach  he shined in the cold bloodedness. Where the police never managed to catch him  he always killed them. WHERE- is the Jungle  and HE- is the king. In his reign  he killed animals  massacred policemen  slaughtered informers  and then one day  he took someone's love. , A survival tale of two lovers  who tries their best to escape a jungle which is governed by a cold blooded dacoit. , It took his love... , Sunil Shetty|Fardeen Khan|Urmila Matondkar|Sushant Singh|Kashmira Shah|Rajpal Yadav|Raju Kher|Himanshu Malik|Avtar Gill|Makrand Deshpande|Manmeer Singh|Vijay Raaz|Swati Chitnis|Anil Yadav| , 7 wins & 7 nominations , 14 July 2000 (India) , 6hqgjD4SpTE ,
 Santaan , tt0262747 , https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Santaan.jpg/220px-Santaan.jpg , https://en.wikipedia.org/wiki/Santaan , Santaan , Santaan ,0,1993,161, Drama|Family ,6.1,29, Sarju and Laxmi have done everything to educate their son Amar and have lots of hope from him but the but Amar desires to become rich and disowns his parents who then face only sufferings in their life. , Sarju and Laxmi have done everything to educate their son Amar and have lots of hope from him but the but Amar desires to become rich and disowns his parents who then face only sufferings in their life. ,  , Jeetendra|Moushumi Chatterjee|Deepak Tijori|Neelam Kothari|Johnny Lever|Prem Chopra|Laxmikant Berde|Suresh Oberoi|Asrani|Satyendra Kapoor|Navin Nischol| ,  , 12 November 1993 (India) , rnPM1V9e2Gc ,
 Samadhi (1950 film) , tt0268614 , https://upload.wikimedia.org/wikipedia/en/thumb/2/27/Samadhi50.jpg/220px-Samadhi50.jpg , https://en.wikipedia.org/wiki/Samadhi_(1950_film) , Samadhi , Samadhi ,0,1950,165, Drama ,6.1,21, The story is based on the true incident at INA. Shekhar (Ashok Kumar) falls in love with Lilly D'Souza (Nalini Jayawant). She cheats him and they break up. Freedom struggle is going on and so wars keep happening. She and her sister apologise for spying on Indian army and get death penalty. Subash Chandra Bose saves them and asks them to spy on British army. On the other hand  Ashok Kumar goes for a big war. Do they meet or they die is the biggest question?. Their love is true and does love win in the end? , The story is based on the true incident at INA. Shekhar (Ashok Kumar) falls in love with Lilly D'Souza (Nalini Jayawant). She cheats him and they break up. Freedom struggle is going on and ... ,  , Ashok Kumar|Nalini Jaywant|Kuldip Kaur|Shyam|Mubarak|S.L. Puri|Badri Prasad|David Abraham|Shashi Kapoor|N. Kabir| ,  ,  , mW8L2DxOoZQ ,
 Sau Din Saas Ke , tt0358108 ,  , https://en.wikipedia.org/wiki/Sau_Din_Saas_Ke , Sau Din Saas Ke , Sau Din Saas Ke ,0,1980,  , Drama ,6.1,33, Widowed Bhavanidevi rules her palatial home with an iron hand. Nothing is permitted to be touched or moved without her permission and approval. She has two sons  and one daughter. She dotes on her daughter  Shobha  and son-in-law  Khubchand. When her eldest son marries a young woman  Sheela  Bhavani is enraged because Sheela did not bring in enough dowry. To teach Sheela a lesson  she burns her foot  leaving a petrified Sheela submissive and open to even more abuse. When Bhavani's second son gets married without her permission  she is angered even more  and will not have anything to do with her new daughter-in-law  Durga. When Durga insists on living there  she is permitted to do so  not knowing that she has now entered a household where she will be another abused and submissive slave to her dominating mother-in-law. , Widowed Bhavanidevi rules her palatial home with an iron hand. Nothing is permitted to be touched or moved without her permission and approval. She has two sons  and one daughter. She dotes... ,  , Ashok Kumar|Raj Babbar|Reena Roy|Asha Parekh|Lalita Pawar|Manmohan Krishna|Guddi Maruti|Nilu Phule|Jayshree T.|Deven Verma|Bela Bose| ,  ,  , CU2HqMj6_go ,
 Dus Numbri , tt0359135 , https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Dus_Numbri_%28movie_poster%29.jpg/220px-Dus_Numbri_%28movie_poster%29.jpg , https://en.wikipedia.org/wiki/Dus_Numbri , Dus Numbri , Dus Numbri ,0,1976,  , Action|Comedy|Drama ,6.1,96, Inspector Shiv Nath is a honest and diligent police officer in Bombay  and lives with his wife  Radha  and a young son  Arjun. While making several arrests in connection with counterfeit money and drugs  he comes to know that his close friend  Karamchand is also involved in this racket. Before he could take any action  he himself is arrested by the police for possession of fake money and drugs  and sentenced to a jail term  but he escapes and his whereabouts are unknown. Radha loses her mind and is institutionalized  while Arjun takes to petty crime and on reaching adult-hood is the Don of the area known and feared as \ Dus Numbri\ . He meets with and falls in love with a petty thief and card-sharp  Rosemary Fernandes. When Radha accidentally meets with Rosemary  she thinks it is Sundari  Karamchand's wife  and then Radha starts to regain her sanity. But not for long  as Arjun  Radha  and Rosemary will soon be enmeshed in a plot that may well rid them of their senses  that is if it does... , Inspector Shiv Nath is a honest and diligent police officer in Bombay  and lives with his wife  Radha  and a young son  Arjun. While making several arrests in connection with counterfeit ... ,  , Manoj Kumar|Hema Malini|Prem Nath|Pran|Bindu|Kamini Kaushal|Om Shivpuri|David Abraham|Sajjan|Abhi Bhattacharya|Shyam Kumar|Ram Mohan|Shivraj|Kumud Tripathi| ,  ,  , pe3DlK5_fNw ,
